Model,Parameter,Time,Year,Month,Resolution,Ala Wai Canal,NOAA USC00516122 (Manoa),NOAA USW00022521 (HNL)
State,RF,rcp45,2093,3,250m,71.27463945,128.1300542,116.0543346
State,RF,rcp45,2093,4,250m,260.5433598,308.1809834,454.7020721
State,RF,rcp45,2093,5,250m,12.55567891,13.67543627,6.175384482
State,RF,rcp45,2093,6,250m,7.167922269,21.24107444,5.061475595
State,RF,rcp45,2093,7,250m,28.08314237,39.08067879,9.566354116
State,RF,rcp45,2093,8,250m,10.27060207,40.97563052,7.543080489
State,RF,rcp45,2093,9,250m,12.70339161,42.53498201,12.79518477
State,RF,rcp45,2093,10,250m,6.902632299,17.09564242,3.333097736
State,RF,rcp45,2093,11,250m,8.28884389,41.71151262,36.39975071
State,RF,rcp45,2093,12,250m,73.10426815,84.77586289,38.53031699
State,RF,rcp45,2094,1,250m,142.0281015,171.1201734,191.9739189
State,RF,rcp45,2094,2,250m,99.09177089,109.5657628,69.26176707
State,RF,rcp45,2094,3,250m,146.0175569,238.8623617,93.312006
State,RF,rcp45,2094,4,250m,124.8164522,178.5621198,75.1137708
State,RF,rcp45,2094,5,250m,6.737420917,29.09644592,8.364146312
State,RF,rcp45,2094,6,250m,23.02340693,53.61870081,22.19264714
State,RF,rcp45,2094,7,250m,12.9759237,28.08939771,3.636698246
State,RF,rcp45,2094,8,250m,10.09189059,35.14331301,25.72609059
State,RF,rcp45,2094,9,250m,43.01489305,75.21587388,46.62691657
State,RF,rcp45,2094,10,250m,46.45022834,76.36092667,30.6922733
State,RF,rcp45,2094,11,250m,34.86681365,76.4720207,40.42157968
State,RF,rcp45,2094,12,250m,24.9329081,33.61943693,86.34492811
State,RF,rcp45,2095,1,250m,118.2746586,145.1634928,66.08798536
State,RF,rcp45,2095,2,250m,16.46053772,45.83636428,28.74593623
State,RF,rcp45,2095,3,250m,101.117514,98.79006291,53.09241772
State,RF,rcp45,2095,4,250m,36.2818386,84.96215617,26.65512768
State,RF,rcp45,2095,5,250m,23.00996945,67.95018667,15.01346008
State,RF,rcp45,2095,6,250m,9.807279247,16.08969518,14.35069219
State,RF,rcp45,2095,7,250m,2.570338983,20.16869164,2.071393609
State,RF,rcp45,2095,8,250m,5.736177933,28.48919277,3.500801067
State,RF,rcp45,2095,9,250m,16.95751728,41.9936086,10.95016829
State,RF,rcp45,2095,10,250m,3.521060635,14.97385377,63.58065637
State,RF,rcp45,2095,11,250m,2.251406893,8.063790927,12.79862436
State,RF,rcp45,2095,12,250m,41.89953405,32.66074618,40.42022483
State,RF,rcp45,2096,1,250m,105.7957252,185.3611875,91.20565923
State,RF,rcp45,2096,2,250m,158.735438,213.450722,194.7771581
State,RF,rcp45,2096,3,250m,214.8909622,348.9038599,272.7481664
State,RF,rcp45,2096,4,250m,1.792515137,42.95414879,4.329941432
State,RF,rcp45,2096,5,250m,36.46525648,62.79388646,35.79163678
State,RF,rcp45,2096,6,250m,3.674783271,22.9601509,4.956533154
State,RF,rcp45,2096,7,250m,1.49328039,15.35822277,0.510152906
State,RF,rcp45,2096,8,250m,1.871011298,9.244035216,3.958862146
State,RF,rcp45,2096,9,250m,0.724079938,21.46705665,5.988958677
State,RF,rcp45,2096,10,250m,27.6531547,52.94037358,10.77207208
State,RF,rcp45,2096,11,250m,56.78898009,84.8813296,62.18436019
State,RF,rcp45,2096,12,250m,8.300609762,14.88401462,1.615880062
State,RF,rcp45,2097,1,250m,151.9007008,214.1917466,150.678613
State,RF,rcp45,2097,2,250m,19.88256802,50.69543899,23.13246218
State,RF,rcp45,2097,3,250m,60.34366489,124.5570366,160.303112
State,RF,rcp45,2097,4,250m,4.823737752,12.17187764,5.388421059
State,RF,rcp45,2097,5,250m,19.23971787,28.97712256,8.713946819
State,RF,rcp45,2097,6,250m,7.948862208,25.94261395,2.46424969
State,RF,rcp45,2097,7,250m,3.316018875,15.26893714,0.627078896
State,RF,rcp45,2097,8,250m,14.44763757,42.59093619,37.07234462
State,RF,rcp45,2097,9,250m,6.597368372,36.60102502,18.48021285
State,RF,rcp45,2097,10,250m,52.24803718,90.45470795,68.01614189
State,RF,rcp45,2097,11,250m,182.4030747,166.0984564,189.8766925
State,RF,rcp45,2097,12,250m,34.34581602,31.70352615,26.61244472
State,RF,rcp45,2098,1,250m,378.9019229,372.1515445,314.5185699
State,RF,rcp45,2098,2,250m,109.1056639,107.8603437,84.15050952
State,RF,rcp45,2098,3,250m,18.22486065,31.22309164,30.67796135
State,RF,rcp45,2098,4,250m,33.80020892,58.60662857,25.24134334
State,RF,rcp45,2098,5,250m,2.803419089,24.56019869,8.800810099
State,RF,rcp45,2098,6,250m,13.61269028,45.17439052,10.31634895
State,RF,rcp45,2098,7,250m,3.543786303,12.84794392,33.70253261
State,RF,rcp45,2098,8,250m,15.92079607,68.97677451,14.51312598
State,RF,rcp45,2098,9,250m,13.76315461,47.48764461,63.30522982
State,RF,rcp45,2098,10,250m,5.644892131,44.91699385,44.1935215
State,RF,rcp45,2098,11,250m,88.5181369,110.6636271,89.50276375
State,RF,rcp45,2098,12,250m,15.87509096,32.02452238,16.11853059
State,RF,rcp45,2099,1,250m,71.38768048,73.17435373,47.70834033
State,RF,rcp45,2099,2,250m,21.79694117,19.77369167,21.69140212
State,RF,rcp45,2099,3,250m,21.45591537,45.52751133,13.16100192
State,RF,rcp45,2099,4,250m,21.79939781,53.54327002,64.0636692
State,RF,rcp45,2099,5,250m,33.23053887,80.73018825,66.46918742
State,RF,rcp45,2099,6,250m,5.149680856,27.09631826,2.368160923
State,RF,rcp45,2099,7,250m,5.95247291,11.33336099,0.562672146
State,RF,rcp45,2099,8,250m,8.213690807,18.9332384,0.831430599
State,RF,rcp45,2099,9,250m,7.378856785,30.30962848,22.28366518
State,RF,rcp45,2099,10,250m,58.80687053,127.2386547,70.4087321
State,RF,rcp45,2099,11,250m,3.590400987,34.72928916,59.60750484
State,RF,rcp45,2099,12,250m,120.1131189,97.58952432,79.94669978
