Model,Parameter,Time,Year,Month,Resolution,Ala Wai Canal,NOAA USC00516122 (Manoa),NOAA USW00022521 (HNL)
State,Temp,pres,1998,11,250m,24.86652512,23.83737995,23.71445109
State,Temp,pres,1998,12,250m,24.01854463,23.11720248,23.10166575
State,Temp,pres,1999,1,250m,23.37230145,22.48119068,22.27076874
State,Temp,pres,1999,2,250m,22.9226049,21.93114537,21.97759654
State,Temp,pres,1999,3,250m,23.18771274,22.02303101,22.35609334
State,Temp,pres,1999,4,250m,23.54209953,22.42079057,22.76031392
State,Temp,pres,1999,5,250m,24.65133426,23.61226047,23.75441132
State,Temp,pres,1999,6,250m,25.09453577,23.88901631,24.25306091
State,Temp,pres,1999,7,250m,25.50589008,24.25989647,24.84914551
State,Temp,pres,1999,8,250m,26.02854042,24.8645521,25.28631744
State,Temp,pres,1999,9,250m,26.05471968,24.90070765,25.03280029
State,Temp,pres,1999,10,250m,25.70839878,24.59445211,24.57094981
State,Temp,pres,1999,11,250m,24.69091164,23.53452802,23.72049866
State,Temp,pres,1999,12,250m,23.79983635,22.90887997,22.73860575
State,Temp,pres,2000,1,250m,23.24901884,22.39059778,22.32834524
State,Temp,pres,2000,2,250m,23.53219073,22.64113638,22.64773458
State,Temp,pres,2000,3,250m,23.70325926,22.87706075,22.71911011
State,Temp,pres,2000,4,250m,23.37118159,22.23383469,22.57029114
State,Temp,pres,2000,5,250m,24.74014186,23.6204118,23.80688629
State,Temp,pres,2000,6,250m,25.87044885,24.71803097,24.76745249
State,Temp,pres,2000,7,250m,26.12223744,24.91092256,25.53653361
State,Temp,pres,2000,8,250m,26.51448328,25.3339613,25.98201141
State,Temp,pres,2000,9,250m,26.77342834,25.75348006,25.85233714
State,Temp,pres,2000,10,250m,25.96148113,24.83532244,25.24974467
State,Temp,pres,2000,11,250m,25.01928961,24.00932274,24.10871531
State,Temp,pres,2000,12,250m,24.46722544,23.6410371,22.97947845
State,Temp,pres,2001,1,250m,23.86969134,23.14077915,22.63914388
State,Temp,pres,2001,2,250m,23.20950348,22.26047141,21.77824554
State,Temp,pres,2001,3,250m,23.67668414,22.74555291,22.64588826
State,Temp,pres,2001,4,250m,23.9331896,22.86533797,23.29309998
State,Temp,pres,2001,5,250m,24.94154669,23.82312473,24.07644552
State,Temp,pres,2001,6,250m,25.67528323,24.44745911,25.03459574
State,Temp,pres,2001,7,250m,26.13325265,24.97749926,25.5411087
State,Temp,pres,2001,8,250m,26.46693226,25.2650307,25.92453156
State,Temp,pres,2001,9,250m,26.6672367,25.48948023,25.80981089
State,Temp,pres,2001,10,250m,25.80084383,24.68591855,25.08132833
State,Temp,pres,2001,11,250m,25.2295707,24.23841114,24.13977203
State,Temp,pres,2001,12,250m,24.3187059,23.37885105,23.69112803
State,Temp,pres,2002,1,250m,23.63108507,22.65886168,22.69510295
State,Temp,pres,2002,2,250m,22.82968893,21.7488269,21.7815211
State,Temp,pres,2002,3,250m,23.36387476,22.58337359,22.46430359
State,Temp,pres,2002,4,250m,24.96922234,24.14734186,23.86819865
State,Temp,pres,2002,5,250m,25.41764824,24.32960307,24.59629211
State,Temp,pres,2002,6,250m,26.01137524,24.8916675,25.3865804
State,Temp,pres,2002,7,250m,26.01814507,24.80461803,25.46977386
State,Temp,pres,2002,8,250m,26.62351244,25.41395703,26.00754954
State,Temp,pres,2002,9,250m,26.3617127,25.27844001,25.48797506
State,Temp,pres,2002,10,250m,26.06477094,24.99267444,25.0546051
State,Temp,pres,2002,11,250m,24.93692497,23.97051401,23.42424927
State,Temp,pres,2002,12,250m,23.61020361,22.76358266,22.18158112
State,Temp,pres,2003,1,250m,23.00449247,22.15317682,21.63628031
State,Temp,pres,2003,2,250m,22.49756664,21.59713419,21.11771291
State,Temp,pres,2003,3,250m,23.90543392,23.08256794,22.5527537
State,Temp,pres,2003,4,250m,24.50284209,23.46603605,23.69246063
State,Temp,pres,2003,5,250m,25.1165488,23.96329355,24.19341431
State,Temp,pres,2003,6,250m,26.04965389,24.87594548,25.17391866
State,Temp,pres,2003,7,250m,26.4467418,25.26330672,25.86991781
State,Temp,pres,2003,8,250m,27.04436875,25.81827796,26.37714539
State,Temp,pres,2003,9,250m,27.38201697,26.3486042,26.54615682
State,Temp,pres,2003,10,250m,26.9954114,26.04458473,25.86590729
State,Temp,pres,2003,11,250m,25.44165162,24.44336812,24.4579483
State,Temp,pres,2003,12,250m,24.00840997,22.99773665,22.70784149
State,Temp,pres,2004,1,250m,23.69908914,22.86358369,22.38319295
State,Temp,pres,2004,2,250m,23.97714296,23.21159393,22.70262553
State,Temp,pres,2004,3,250m,24.0225863,22.94213992,23.05674388
State,Temp,pres,2004,4,250m,24.57867079,23.43169814,23.87051036
State,Temp,pres,2004,5,250m,25.81883183,24.66292182,24.86323191
State,Temp,pres,2004,6,250m,26.58700367,25.3312672,25.86371257
State,Temp,pres,2004,7,250m,26.73882733,25.52066654,26.12105967
State,Temp,pres,2004,8,250m,27.56364337,26.37924008,26.98059743
State,Temp,pres,2004,9,250m,28.00486944,26.81133046,27.31927897
State,Temp,pres,2004,10,250m,27.19508424,26.1095274,26.45386912
State,Temp,pres,2004,11,250m,26.2542333,25.42049189,25.1473938
State,Temp,pres,2004,12,250m,24.33883735,23.3727543,23.18650208
State,Temp,pres,2005,1,250m,23.88970604,23.08112601,22.63774261
State,Temp,pres,2005,2,250m,23.42222437,22.42097424,21.97338511
State,Temp,pres,2005,3,250m,23.13661957,22.25514116,21.87692159
State,Temp,pres,2005,4,250m,24.49823588,23.47914619,23.45888672
State,Temp,pres,2005,5,250m,25.84216763,24.61644479,24.74877828
State,Temp,pres,2005,6,250m,26.21703757,25.01586326,25.58293559
State,Temp,pres,2005,7,250m,26.5208144,25.25793382,25.97479401
State,Temp,pres,2005,8,250m,27.05903629,25.86095854,26.30113881
State,Temp,pres,2005,9,250m,27.31084193,26.10863244,26.71477153
State,Temp,pres,2005,10,250m,26.09392634,24.93848186,25.17484182
State,Temp,pres,2005,11,250m,25.20935019,24.20666707,24.1813268
State,Temp,pres,2005,12,250m,23.94309459,23.16542583,22.39344177
State,Temp,pres,2006,1,250m,23.85233215,22.92164504,22.67975769
State,Temp,pres,2006,2,250m,23.19860179,22.16380747,22.14734294
State,Temp,pres,2006,3,250m,23.88612332,22.82254825,23.02328644
State,Temp,pres,2006,4,250m,23.59267917,22.40279891,22.7188736
State,Temp,pres,2006,5,250m,24.35640408,23.19655159,23.36153564
State,Temp,pres,2006,6,250m,26.02854908,24.88615725,25.16544495
State,Temp,pres,2006,7,250m,26.38673601,25.16895243,25.68098602
State,Temp,pres,2006,8,250m,26.69515287,25.47196974,26.00773265
State,Temp,pres,2006,9,250m,26.94530666,25.84700903,26.06131897
State,Temp,pres,2006,10,250m,26.73916034,25.83531253,25.73060506
State,Temp,pres,2006,11,250m,26.2616356,25.39944021,25.05559692
State,Temp,pres,2006,12,250m,24.48818891,23.54187055,23.21095937
State,Temp,pres,2007,1,250m,23.7543081,22.88536842,22.54633993
State,Temp,pres,2007,2,250m,23.15637644,22.14432009,22.06739705
State,Temp,pres,2007,3,250m,24.12123112,23.21055592,23.00520477
State,Temp,pres,2007,4,250m,24.79963002,23.85249903,23.60130208
State,Temp,pres,2007,5,250m,25.18281813,24.05895604,24.30951335
State,Temp,pres,2007,6,250m,26.08356515,24.84894185,25.40641937
State,Temp,pres,2007,7,250m,26.30209023,25.03390243,25.60612386
State,Temp,pres,2007,8,250m,26.7907932,25.59040137,26.01738892
State,Temp,pres,2007,9,250m,26.8679624,25.72874745,26.2232605
State,Temp,pres,2007,10,250m,26.32825174,25.1959873,25.48838196
State,Temp,pres,2007,11,250m,25.58707614,24.59725361,24.49536285
State,Temp,pres,2007,12,250m,24.62377146,23.73217638,23.59065653
State,Temp,pres,2008,1,250m,23.5506488,22.64918392,22.3882487
State,Temp,pres,2008,2,250m,23.93611371,23.09283615,22.93059184
State,Temp,pres,2008,3,250m,24.3985423,23.41749963,23.27752584
State,Temp,pres,2008,4,250m,24.20028946,23.24741627,23.12104187
State,Temp,pres,2008,5,250m,25.30055124,24.26661411,24.34310557
State,Temp,pres,2008,6,250m,25.77765569,24.63918911,24.82941844
State,Temp,pres,2008,7,250m,26.76412668,25.59561142,26.00520477
State,Temp,pres,2008,8,250m,26.27400002,25.13562383,25.43238729
State,Temp,pres,2008,9,250m,26.18520481,25.21803323,24.99981842
State,Temp,pres,2008,10,250m,25.99274213,24.93038469,24.78620809
State,Temp,pres,2008,11,250m,25.20719341,24.30079193,24.04470215
State,Temp,pres,2008,12,250m,24.32059373,23.34864626,23.30595296
State,Temp,pres,2009,1,250m,23.8198871,22.94572537,22.7536204
State,Temp,pres,2009,2,250m,22.616858,21.52882238,21.59799601
State,Temp,pres,2009,3,250m,22.86118886,21.86703357,21.86664225
State,Temp,pres,2009,4,250m,24.14795868,23.27721,23.20054525
State,Temp,pres,2009,5,250m,25.44698019,24.51252083,24.22195841
State,Temp,pres,2009,6,250m,26.23937777,25.05956402,25.5298172
State,Temp,pres,2009,7,250m,26.70815266,25.43979355,26.03747711
State,Temp,pres,2009,8,250m,27.03247104,25.79259276,26.48330841
State,Temp,pres,2009,9,250m,27.02088828,25.78419873,26.23481394
State,Temp,pres,2009,10,250m,27.11197504,26.10287457,26.07233327
State,Temp,pres,2009,11,250m,25.34424425,24.2044658,24.37529144
State,Temp,pres,2009,12,250m,24.32183542,23.48034815,22.93522542
