Model,Parameter,Time,Year,Month,Resolution,Ala Wai Canal,NOAA USC00516122 (Manoa),NOAA USW00022521 (HNL)
State,Temp,rcp45,2089,6,250m,26.7657972,25.54208527,26.15037944
State,Temp,rcp45,2089,7,250m,27.38187525,26.13778604,26.79675954
State,Temp,rcp45,2089,8,250m,27.9895904,26.74730991,27.37482605
State,Temp,rcp45,2089,9,250m,27.97511016,26.79941983,27.05172882
State,Temp,rcp45,2089,10,250m,27.51461084,26.42646763,26.63230031
State,Temp,rcp45,2089,11,250m,26.51630377,25.33829084,25.64672241
State,Temp,rcp45,2089,12,250m,25.33569924,24.39846344,24.2275533
State,Temp,rcp45,2090,1,250m,24.94273934,23.99281437,24.02214203
State,Temp,rcp45,2090,2,250m,24.89809906,23.91491658,24.05068868
State,Temp,rcp45,2090,3,250m,25.31947242,24.4417277,24.32735341
State,Temp,rcp45,2090,4,250m,24.71693735,23.52683486,23.95939535
State,Temp,rcp45,2090,5,250m,26.34843251,25.26146434,25.401946
State,Temp,rcp45,2090,6,250m,27.50000011,26.28161382,26.60317891
State,Temp,rcp45,2090,7,250m,27.96070779,26.7259909,27.5633611
State,Temp,rcp45,2090,8,250m,28.23106629,26.99467459,27.78298086
State,Temp,rcp45,2090,9,250m,28.5203553,27.46082129,27.73064067
State,Temp,rcp45,2090,10,250m,27.817705,26.70081311,27.20130819
State,Temp,rcp45,2090,11,250m,26.90255604,25.87992343,26.20779572
State,Temp,rcp45,2090,12,250m,26.18281161,25.31275964,24.883343
State,Temp,rcp45,2091,1,250m,25.65084095,24.73640674,24.42196045
State,Temp,rcp45,2091,2,250m,24.75100994,23.82869869,23.37976227
State,Temp,rcp45,2091,3,250m,25.12878731,24.14248979,24.20762024
State,Temp,rcp45,2091,4,250m,25.89853474,24.83956986,25.19950256
State,Temp,rcp45,2091,5,250m,26.40561919,25.24226466,25.60898997
State,Temp,rcp45,2091,6,250m,27.44223022,26.20601573,26.83122152
State,Temp,rcp45,2091,7,250m,27.98289134,26.77962761,27.5145635
State,Temp,rcp45,2091,8,250m,28.35740119,27.09869283,27.8135849
State,Temp,rcp45,2091,9,250m,28.59227849,27.39404103,27.88098043
State,Temp,rcp45,2091,10,250m,27.76329794,26.58331796,27.17656606
State,Temp,rcp45,2091,11,250m,26.67482771,25.65616969,25.56244812
State,Temp,rcp45,2091,12,250m,26.2373068,25.2586377,25.62421061
State,Temp,rcp45,2092,1,250m,25.35625431,24.42045733,24.40566915
State,Temp,rcp45,2092,2,250m,24.66406459,23.67678999,23.51751862
State,Temp,rcp45,2092,3,250m,24.85269124,23.97420686,23.91085714
State,Temp,rcp45,2092,4,250m,26.78881987,25.96338326,25.80517222
State,Temp,rcp45,2092,5,250m,26.5979096,25.36703211,25.93540344
State,Temp,rcp45,2092,6,250m,27.70983137,26.50821349,27.06794383
State,Temp,rcp45,2092,7,250m,27.75734114,26.5261354,27.29304657
State,Temp,rcp45,2092,8,250m,28.6513972,27.43887043,28.0692688
State,Temp,rcp45,2092,9,250m,28.27718851,27.19804124,27.52035675
State,Temp,rcp45,2092,10,250m,27.89932451,26.83521033,26.98035329
State,Temp,rcp45,2092,11,250m,26.61276198,25.63057411,25.27508443
State,Temp,rcp45,2092,12,250m,25.29080082,24.32792225,24.05300039
State,Temp,rcp45,2093,1,250m,24.49774648,23.70582831,23.25863291
State,Temp,rcp45,2093,2,250m,24.47175122,23.49072089,23.18801524
State,Temp,rcp45,2093,3,250m,25.77736485,24.9510528,24.6228831
State,Temp,rcp45,2093,4,250m,25.66630792,24.65094682,24.79749705
State,Temp,rcp45,2093,5,250m,26.73979341,25.58423984,25.82511037
State,Temp,rcp45,2093,6,250m,27.76640261,26.66192923,26.91963348
State,Temp,rcp45,2093,7,250m,28.20137804,27.0027846,27.68625539
State,Temp,rcp45,2093,8,250m,28.83272526,27.57478461,28.39258728
State,Temp,rcp45,2093,9,250m,29.38003359,28.28572405,28.72605286
State,Temp,rcp45,2093,10,250m,28.97973384,28.02532083,28.09760183
State,Temp,rcp45,2093,11,250m,27.34876935,26.34019041,26.56759796
State,Temp,rcp45,2093,12,250m,25.5060062,24.54610503,24.25079244
State,Temp,rcp45,2094,1,250m,25.15584393,24.35388287,23.87714793
State,Temp,rcp45,2094,2,250m,25.5348542,24.7161036,24.34586233
State,Temp,rcp45,2094,3,250m,25.60056243,24.50492094,24.86686096
State,Temp,rcp45,2094,4,250m,25.87836652,24.73969404,25.23497162
State,Temp,rcp45,2094,5,250m,27.50831549,26.41460464,26.77033386
State,Temp,rcp45,2094,6,250m,28.25495425,26.99929894,27.62772268
State,Temp,rcp45,2094,7,250m,28.58593185,27.37128075,28.19514109
State,Temp,rcp45,2094,8,250m,29.56919767,28.34042434,29.10349426
State,Temp,rcp45,2094,9,250m,29.94372042,28.74373689,29.37321625
State,Temp,rcp45,2094,10,250m,29.12765725,28.00571671,28.53214417
State,Temp,rcp45,2094,11,250m,28.11245085,27.14091889,27.14358673
State,Temp,rcp45,2094,12,250m,25.96460775,25.01782153,24.93617655
State,Temp,rcp45,2095,1,250m,25.33103463,24.47550834,24.13097788
State,Temp,rcp45,2095,2,250m,24.64390747,23.5759296,23.34593608
State,Temp,rcp45,2095,3,250m,24.68289463,23.80569707,23.59093374
State,Temp,rcp45,2095,4,250m,26.24682223,25.15500377,25.41600189
State,Temp,rcp45,2095,5,250m,27.38819912,26.25166421,26.46367798
State,Temp,rcp45,2095,6,250m,27.91761816,26.70302872,27.43501434
State,Temp,rcp45,2095,7,250m,28.29344072,27.04074594,27.79696808
State,Temp,rcp45,2095,8,250m,28.98335242,27.7545128,28.38877767
State,Temp,rcp45,2095,9,250m,29.39137782,28.18974229,28.86815542
State,Temp,rcp45,2095,10,250m,27.95895205,26.78853995,27.26930898
State,Temp,rcp45,2095,11,250m,27.04285802,26.00831851,26.12629852
State,Temp,rcp45,2095,12,250m,26.23451655,25.45960983,24.86904806
State,Temp,rcp45,2096,1,250m,25.42675154,24.53590847,24.38673045
State,Temp,rcp45,2096,2,250m,23.96707933,23.05889764,22.80080566
State,Temp,rcp45,2096,3,250m,25.5399087,24.62660686,24.55770264
State,Temp,rcp45,2096,4,250m,25.20177578,24.00840955,24.37178955
State,Temp,rcp45,2096,5,250m,25.8599028,24.74802879,24.95479991
State,Temp,rcp45,2096,6,250m,27.7651847,26.58854606,27.09574025
State,Temp,rcp45,2096,7,250m,28.32370438,27.04995153,27.78827311
State,Temp,rcp45,2096,8,250m,28.65004898,27.4617075,28.11417542
State,Temp,rcp45,2096,9,250m,28.8607569,27.67429616,28.18042399
State,Temp,rcp45,2096,10,250m,28.69813123,27.66173203,27.98145701
State,Temp,rcp45,2096,11,250m,27.91218985,26.99325204,26.95087585
State,Temp,rcp45,2096,12,250m,26.36521857,25.34742481,25.13771718
State,Temp,rcp45,2097,1,250m,25.55917385,24.67271342,24.57035217
State,Temp,rcp45,2097,2,250m,24.98759769,24.03286525,23.95293833
State,Temp,rcp45,2097,3,250m,25.83504927,24.96692241,24.76234589
State,Temp,rcp45,2097,4,250m,25.96166026,24.87356149,25.0862086
State,Temp,rcp45,2097,5,250m,26.62540852,25.50663279,25.85588989
State,Temp,rcp45,2097,6,250m,27.7724052,26.54075338,27.28401845
State,Temp,rcp45,2097,7,250m,28.17489545,26.92244555,27.62300517
State,Temp,rcp45,2097,8,250m,28.72394076,27.5223368,28.13344981
State,Temp,rcp45,2097,9,250m,28.82626024,27.60417993,28.28401845
State,Temp,rcp45,2097,10,250m,28.26770656,27.12671895,27.60575511
State,Temp,rcp45,2097,11,250m,27.08262661,26.13945962,26.13982798
State,Temp,rcp45,2097,12,250m,26.389972,25.47039433,25.31523285
State,Temp,rcp45,2098,1,250m,25.01475758,24.15204716,23.80965068
State,Temp,rcp45,2098,2,250m,25.38902205,24.6029068,24.33730977
State,Temp,rcp45,2098,3,250m,26.13151061,25.23737303,24.99422099
State,Temp,rcp45,2098,4,250m,25.99776758,24.92806773,25.24080556
State,Temp,rcp45,2098,5,250m,26.86776065,25.83669929,25.92423655
State,Temp,rcp45,2098,6,250m,27.4993813,26.3262376,26.79942729
State,Temp,rcp45,2098,7,250m,28.57193668,27.3424057,27.85761922
State,Temp,rcp45,2098,8,250m,28.19045894,26.99052199,27.58972066
State,Temp,rcp45,2098,9,250m,28.22110647,27.10842372,27.32255452
State,Temp,rcp45,2098,10,250m,27.88879685,26.80258949,26.95004679
State,Temp,rcp45,2098,11,250m,26.79099569,25.77541233,25.77466482
State,Temp,rcp45,2098,12,250m,26.25588579,25.41481529,25.25377299
State,Temp,rcp45,2099,1,250m,25.35525266,24.40602227,24.23224792
State,Temp,rcp45,2099,2,250m,24.46484496,23.35559826,23.45612742
State,Temp,rcp45,2099,3,250m,24.26049982,23.29001966,23.34609121
State,Temp,rcp45,2099,4,250m,25.06707854,24.02652874,24.23456726
State,Temp,rcp45,2099,5,250m,26.87053603,25.92653513,25.5860611
State,Temp,rcp45,2099,6,250m,28.04949105,26.86645197,27.44520213
State,Temp,rcp45,2099,7,250m,28.53273598,27.28394919,27.91890615
State,Temp,rcp45,2099,8,250m,28.94613133,27.75328606,28.38789012
State,Temp,rcp45,2099,9,250m,28.99975718,27.78674774,28.31289571
State,Temp,rcp45,2099,10,250m,29.02092443,27.97399902,28.12588145
State,Temp,rcp45,2099,11,250m,26.99743061,25.82336251,26.22574259
State,Temp,rcp45,2099,12,250m,26.01918405,25.23283324,24.73683573
