Model,Parameter,Time,Year,Month,Resolution,Ala Wai Canal,NOAA USC00516122 (Manoa),NOAA USW00022521 (HNL)
State,RF,pres,1993,4,250m,38.72838474,87.66201381,26.4185462
State,RF,pres,1993,5,250m,19.52799355,59.71317571,17.53770463
State,RF,pres,1993,6,250m,4.492124465,15.70567366,2.670251171
State,RF,pres,1993,7,250m,4.989731523,35.0020419,9.542316755
State,RF,pres,1993,8,250m,10.54066729,53.2981027,8.681327025
State,RF,pres,1993,9,250m,2.301186168,28.50204135,2.193690499
State,RF,pres,1993,10,250m,76.99631676,116.4201239,109.776439
State,RF,pres,1993,11,250m,33.51795813,61.80915192,67.08160591
State,RF,pres,1993,12,250m,16.43439905,38.00013055,125.1225777
State,RF,pres,1994,1,250m,124.7998241,139.3953342,80.70061048
State,RF,pres,1994,2,250m,7.476470814,18.44357039,11.46458189
State,RF,pres,1994,3,250m,7.146149825,28.64842038,4.023233493
State,RF,pres,1994,4,250m,1.596767314,7.418508779,0.551745147
State,RF,pres,1994,5,250m,0.743893341,7.804912319,1.370301276
State,RF,pres,1994,6,250m,68.31395602,82.48253181,23.70553716
State,RF,pres,1994,7,250m,7.231019945,19.7879446,1.233279387
State,RF,pres,1994,8,250m,14.42558704,26.6970621,6.958838264
State,RF,pres,1994,9,250m,8.886153836,40.33334027,14.89072069
State,RF,pres,1994,10,250m,3.351681031,15.74602638,8.251514077
State,RF,pres,1994,11,250m,0.483117615,11.33795126,2.536759237
State,RF,pres,1994,12,250m,11.18566194,26.35483551,6.29877615
State,RF,pres,1995,1,250m,160.234927,144.9331786,123.3164202
State,RF,pres,1995,2,250m,340.0341277,329.5910988,314.9318186
State,RF,pres,1995,3,250m,62.65642625,70.37915774,55.74660428
State,RF,pres,1995,4,250m,110.3859739,241.9910634,91.58305677
State,RF,pres,1995,5,250m,1.323893243,19.74560873,12.98096903
State,RF,pres,1995,6,250m,16.01536712,48.14056073,7.453586976
State,RF,pres,1995,7,250m,1.95126083,18.48569744,1.208645672
State,RF,pres,1995,8,250m,9.180371193,55.31644403,3.944852273
State,RF,pres,1995,9,250m,1.22721834,7.695489933,5.454102953
State,RF,pres,1995,10,250m,80.27230623,76.58729549,27.80305608
State,RF,pres,1995,11,250m,34.53651279,63.16930091,10.70935782
State,RF,pres,1995,12,250m,20.10544265,26.50410579,18.18470732
State,RF,pres,1996,1,250m,63.73646963,85.94313999,87.83395513
State,RF,pres,1996,2,250m,62.24093801,92.45464357,83.2790184
State,RF,pres,1996,3,250m,40.30901587,47.860082,64.08268579
State,RF,pres,1996,4,250m,85.49403535,29.95717061,62.56196022
State,RF,pres,1996,5,250m,33.73298766,10.4002924,2.852439781
State,RF,pres,1996,6,250m,10.77889524,48.21258465,11.26591134
State,RF,pres,1996,7,250m,0.295811297,10.17271025,2.186528782
State,RF,pres,1996,8,250m,6.107920256,16.14757944,16.29504077
State,RF,pres,1996,9,250m,23.72337847,61.53257552,22.89217679
State,RF,pres,1996,10,250m,8.907618721,38.49285915,20.22714631
State,RF,pres,1996,11,250m,20.07618811,47.49664054,47.38909403
State,RF,pres,1996,12,250m,108.4861091,132.742128,76.55566025
State,RF,pres,1997,1,250m,202.8429439,185.9186774,153.0412738
State,RF,pres,1997,2,250m,43.80459557,54.53919082,10.22633584
State,RF,pres,1997,3,250m,75.05909293,145.4923611,78.12879117
State,RF,pres,1997,4,250m,189.0144648,318.862098,317.4534505
State,RF,pres,1997,5,250m,37.07558829,68.49337128,82.31290944
State,RF,pres,1997,6,250m,6.44840403,25.74100886,2.469047586
State,RF,pres,1997,7,250m,3.064889416,20.33179807,1.249982317
State,RF,pres,1997,8,250m,4.342042466,16.59216739,10.9297057
State,RF,pres,1997,9,250m,5.425744322,4.374326195,2.00907886
State,RF,pres,1997,10,250m,137.7986882,164.1937088,178.6256739
State,RF,pres,1997,11,250m,32.16513828,59.9779548,38.79732259
State,RF,pres,1997,12,250m,87.95057246,113.6259974,76.73696582
State,RF,pres,1998,1,250m,71.71876398,107.9110758,63.90476608
State,RF,pres,1998,2,250m,11.08555952,12.77564438,12.18113788
State,RF,pres,1998,3,250m,14.04554228,36.08705874,13.08276312
State,RF,pres,1998,4,250m,106.2104055,39.08384065,20.52179861
State,RF,pres,1998,5,250m,9.343036796,30.36224419,1.085287819
State,RF,pres,1998,6,250m,26.23559298,56.30056967,18.96964312
State,RF,pres,1998,7,250m,7.798611095,34.39308025,2.012045046
State,RF,pres,1998,8,250m,8.362240563,41.05214214,1.188820432
State,RF,pres,1998,9,250m,5.093608805,20.9711936,4.689795136
State,RF,pres,1998,10,250m,15.68139472,62.82498661,16.97136577
State,RF,pres,1998,11,250m,0.785108082,16.13730745,4.223803004
State,RF,pres,1998,12,250m,41.25601692,80.63184042,83.78351275
State,RF,pres,1999,1,250m,161.3231695,156.8800843,131.2802912
State,RF,pres,1999,2,250m,162.3300273,197.1524181,135.9916242
State,RF,pres,1999,3,250m,17.49060616,32.92362313,5.701067448
State,RF,pres,1999,4,250m,2.873773327,7.735789056,5.175216794
State,RF,pres,1999,5,250m,12.68658505,27.13402595,21.38122765
State,RF,pres,1999,6,250m,6.668009461,18.21383918,3.981199781
State,RF,pres,1999,7,250m,9.166424536,27.75729056,8.903908094
State,RF,pres,1999,8,250m,4.189290028,13.34079378,9.3876942
State,RF,pres,1999,9,250m,40.95895572,6.077359523,2.187765211
State,RF,pres,1999,10,250m,53.64618033,63.44154508,250.3346367
State,RF,pres,1999,11,250m,2.006600591,11.24482589,0.418177043
State,RF,pres,1999,12,250m,7.112205607,19.2534922,15.21277936
State,RF,pres,2000,1,250m,70.86961523,103.0556165,24.2019345
State,RF,pres,2000,2,250m,118.103762,143.7193644,212.8967463
State,RF,pres,2000,3,250m,15.17931035,21.16776208,71.65988477
State,RF,pres,2000,4,250m,16.54344705,30.39518724,13.91061878
State,RF,pres,2000,5,250m,10.6658342,43.45139699,12.22938482
State,RF,pres,2000,6,250m,20.1717624,56.66353088,43.00563304
State,RF,pres,2000,7,250m,1.870707448,7.323343124,0.466036511
State,RF,pres,2000,8,250m,6.530211571,43.04573007,12.58641267
State,RF,pres,2000,9,250m,35.28810775,26.54456505,28.02448686
State,RF,pres,2000,10,250m,6.257944997,13.17015365,2.723227421
State,RF,pres,2000,11,250m,8.430037426,40.87489309,6.79349045
State,RF,pres,2000,12,250m,8.607227019,22.01425945,8.235656579
State,RF,pres,2001,1,250m,52.24453268,52.83330564,30.15478277
State,RF,pres,2001,2,250m,12.92563028,29.03953425,3.604240219
State,RF,pres,2001,3,250m,38.40001874,43.0098941,39.47885927
State,RF,pres,2001,4,250m,103.8296252,72.77535103,115.8565528
State,RF,pres,2001,5,250m,30.31491332,72.24822331,28.72046185
State,RF,pres,2001,6,250m,14.37171056,76.05030577,5.199310859
State,RF,pres,2001,7,250m,8.186510336,8.335919463,9.598321915
State,RF,pres,2001,8,250m,23.08147329,32.83985354,10.4446342
State,RF,pres,2001,9,250m,0.724716348,12.5908258,0.660413742
State,RF,pres,2001,10,250m,14.68305289,30.05068786,23.47304964
State,RF,pres,2001,11,250m,4.442998239,21.4981204,4.138893088
State,RF,pres,2001,12,250m,38.1660968,92.63247628,80.33807691
State,RF,pres,2002,1,250m,24.28985705,32.52487475,29.99233802
State,RF,pres,2002,2,250m,6.941843923,34.07110588,17.77061399
State,RF,pres,2002,3,250m,20.50776814,27.98869576,25.90958452
State,RF,pres,2002,4,250m,48.37483692,95.97765681,66.11245187
State,RF,pres,2002,5,250m,7.199413748,28.82873502,21.52990913
State,RF,pres,2002,6,250m,20.88544492,69.83198894,19.44916026
State,RF,pres,2002,7,250m,3.371098546,18.10214106,0.531999593
State,RF,pres,2002,8,250m,12.57666543,44.16570533,8.237222354
State,RF,pres,2002,9,250m,28.05553806,50.85056888,39.85539913
State,RF,pres,2002,10,250m,2.747402456,14.44065154,5.706737995
State,RF,pres,2002,11,250m,4.899025336,16.66724739,6.619009217
State,RF,pres,2002,12,250m,93.98203814,118.7865077,68.65526644
State,RF,pres,2003,1,250m,87.42419385,113.3541521,74.37776311
State,RF,pres,2003,2,250m,69.64893853,95.36558354,91.72050476
State,RF,pres,2003,3,250m,25.8799436,42.73968104,57.75915019
State,RF,pres,2003,4,250m,19.96748511,50.18877979,22.85418701
State,RF,pres,2003,5,250m,5.767332533,7.077922927,15.71758095
State,RF,pres,2003,6,250m,6.293311631,15.36500391,5.583986719
State,RF,pres,2003,7,250m,64.54296189,40.58973275,6.076784293
State,RF,pres,2003,8,250m,4.316263685,24.99446388,0.735739241
State,RF,pres,2003,9,250m,11.51294624,18.52343668,3.198558668
State,RF,pres,2003,10,250m,71.77569163,114.5083189,139.802494
State,RF,pres,2003,11,250m,14.55908128,20.22003358,19.0611221
State,RF,pres,2003,12,250m,109.2828604,155.934383,84.24392255
State,RF,pres,2004,1,250m,126.8238275,147.1690641,192.4667956
State,RF,pres,2004,2,250m,67.32541399,91.93106316,118.7028414
State,RF,pres,2004,3,250m,28.4154228,70.80915397,36.38272953
State,RF,pres,2004,4,250m,129.1982992,190.4194714,123.1723633
State,RF,pres,2004,5,250m,37.82597585,78.2954545,39.67014535
State,RF,pres,2004,6,250m,17.67042746,21.03558533,2.744685173
State,RF,pres,2004,7,250m,15.52533578,38.25983946,8.12920479
State,RF,pres,2004,8,250m,26.16476837,67.3015358,7.487908522
State,RF,pres,2004,9,250m,12.1118646,11.91474392,0.076500012
State,RF,pres,2004,10,250m,154.4554859,217.5311567,106.7141946
State,RF,pres,2004,11,250m,112.576927,183.0499395,112.8657837
State,RF,pres,2004,12,250m,126.4523361,154.3122988,267.9228821
State,RF,pres,2005,1,250m,99.34233658,150.9621566,94.74055227
State,RF,pres,2005,2,250m,19.43485004,25.04067591,18.96325954
State,RF,pres,2005,3,250m,65.13481032,70.00277753,72.2881457
State,RF,pres,2005,4,250m,10.23606534,50.56926027,18.11934153
State,RF,pres,2005,5,250m,28.06304254,60.68307161,117.8611291
State,RF,pres,2005,6,250m,6.792989494,19.25496106,3.934397678
State,RF,pres,2005,7,250m,2.068087492,19.96984346,2.980751117
State,RF,pres,2005,8,250m,4.511843146,54.64962062,6.55976816
State,RF,pres,2005,9,250m,7.959812797,61.39241959,14.27606114
State,RF,pres,2005,10,250m,7.554192899,30.80715524,17.64566151
State,RF,pres,2005,11,250m,21.86645865,22.36826376,43.68625355
State,RF,pres,2005,12,250m,135.9683364,122.1962166,129.3601653
State,RF,pres,2006,1,250m,193.7407591,214.0319624,128.6245149
State,RF,pres,2006,2,250m,79.6174214,205.1564972,125.8414129
State,RF,pres,2006,3,250m,127.3126507,204.2427931,149.1730525
State,RF,pres,2006,4,250m,36.88441966,31.21490428,21.09637403
State,RF,pres,2006,5,250m,4.816479832,26.35392406,10.10699296
State,RF,pres,2006,6,250m,2.054196441,10.15920025,25.42936548
State,RF,pres,2006,7,250m,21.86543913,49.06704036,50.90861766
State,RF,pres,2006,8,250m,1.405340737,16.22531826,3.472548763
State,RF,pres,2006,9,250m,9.096720066,40.04350969,3.376346707
State,RF,pres,2006,10,250m,71.60028106,95.21314129,118.6306591
State,RF,pres,2006,11,250m,37.63707521,65.52722137,51.32859548
State,RF,pres,2006,12,250m,44.30206887,93.9662546,15.6325194
State,RF,pres,2007,1,250m,184.6027858,197.9304155,95.29721196
State,RF,pres,2007,2,250m,33.45868613,42.16093444,38.6841774
State,RF,pres,2007,3,250m,94.30056348,143.712674,95.67677498
State,RF,pres,2007,4,250m,223.5222251,263.9079076,233.838768
State,RF,pres,2007,5,250m,10.50299076,20.46200619,4.839684526
State,RF,pres,2007,6,250m,5.628427853,3.996509339,0.161414941
State,RF,pres,2007,7,250m,0.535804327,10.70257657,3.150474807
State,RF,pres,2007,8,250m,7.341174167,12.17479862,17.96723413
State,RF,pres,2007,9,250m,0.193780961,36.00067205,4.320975721
State,RF,pres,2007,10,250m,1.698341632,6.398953725,3.301178416
State,RF,pres,2007,11,250m,20.52332324,60.29381079,24.24410327
State,RF,pres,2007,12,250m,26.74644068,28.15717954,21.44113763
State,RF,pres,2008,1,250m,81.9849861,75.34511436,46.5796353
State,RF,pres,2008,2,250m,79.68690318,82.93108452,60.25375207
State,RF,pres,2008,3,250m,9.368218527,33.47625902,6.816631476
State,RF,pres,2008,4,250m,77.34029549,77.28750978,64.01220481
State,RF,pres,2008,5,250m,7.460949052,11.54765663,4.270162582
State,RF,pres,2008,6,250m,9.485983315,15.18279906,19.96883106
State,RF,pres,2008,7,250m,32.48169238,36.36391473,38.21156438
State,RF,pres,2008,8,250m,4.517275522,20.11348858,10.3485949
State,RF,pres,2008,9,250m,88.90321991,102.2372886,39.71314939
State,RF,pres,2008,10,250m,21.40172396,36.0500195,5.725135326
State,RF,pres,2008,11,250m,77.5658938,121.9780207,78.39868736
State,RF,pres,2008,12,250m,13.44713181,33.0078471,7.375124534
State,RF,pres,2009,1,250m,187.7136268,220.6279887,67.80655034
State,RF,pres,2009,2,250m,40.03316382,72.70774047,9.804855426
State,RF,pres,2009,3,250m,61.43601587,69.27821192,46.68659147
State,RF,pres,2009,4,250m,55.71012352,82.78367807,21.56528314
State,RF,pres,2009,5,250m,51.26922918,86.02835959,48.53422228
State,RF,pres,2009,6,250m,10.94270218,23.44258164,14.2413938
State,RF,pres,2009,7,250m,0.654563849,5.246941639,0.069609055
State,RF,pres,2009,8,250m,7.778995708,37.18480812,16.07865469
State,RF,pres,2009,9,250m,0.60043459,4.287604171,0.631734148
State,RF,pres,2009,10,250m,54.74112416,72.39808051,39.57981555
State,RF,pres,2009,11,250m,3.777246706,23.87157269,3.083392739
State,RF,pres,2009,12,250m,38.93944972,43.54803348,54.07254092
